timestamp,package_name,metrics/version,metrics/location,metrics/size
2025-04-05T10:00:18.694789,numpy,2.2.4,/home/akash/myproject/vapt-lab/venv/lib/python3.12/site-packages,6132385164
2025-04-05T10:00:24.148065,numpy,2.2.4,/home/akash/myproject/vapt-lab/venv/lib/python3.12/site-packages,6132385164
2025-04-05T10:20:22.651059,numpy,2.2.4,/home/akash/myproject/vapt-lab/venv/lib/python3.12/site-packages,6132385164
2025-04-05T10:20:26.447360,numpy,2.2.4,/home/akash/myproject/vapt-lab/venv/lib/python3.12/site-packages,6132385164
2025-04-05T10:20:28.803768,numpy,2.2.4,/home/akash/myproject/vapt-lab/venv/lib/python3.12/site-packages,6132385164
2025-04-05T10:20:31.181266,numpy,2.2.4,/home/akash/myproject/vapt-lab/venv/lib/python3.12/site-packages,6132385164
